"IDs" "TimeDomain_MEAN_BodyAccleration_Xdirection" "TimeDomain_MEAN_BodyAccleration_Ydirection" "TimeDomain_MEAN_BodyAccleration_Zdirection" "TimeDomain_MEAN_GravityAccleration_Xdirection" "TimeDomain_MEAN_GravityAccleration_Ydirection" "TimeDomain_MEAN_GravityAccleration_Zdirection" "TimeDomain_MEAN_BodyAcclerationJerk_Xdirection" "TimeDomain_MEAN_BodyAcclerationJerk_Ydirection" "TimeDomain_MEAN_BodyAcclerationJerk_Zdirection" "TimeDomain_MEAN_BodyGyro_Xdirection" "TimeDomain_MEAN_BodyGyro_Ydirection" "TimeDomain_MEAN_BodyGyro_Zdirection" "TimeDomain_MEAN_BodyGyroJerk_Xdirection" "TimeDomain_MEAN_BodyGyroJerk_Ydirection" "TimeDomain_MEAN_BodyGyroJerk_Zdirection" "TimeDomain_MEAN_BodyAccleration_Magnitude" "TimeDomain_MEAN_GravityAccleration_Magnitude" "TimeDomain_MEAN_BodyAcclerationJerk_Magnitude" "TimeDomain_MEAN_BodyGyro_Magnitude" "TimeDomain_MEAN_BodyGyroJerk_Magnitude" "FreqDomain_MEAN_BodyAccleration_Xdirection" "FreqDomain_MEAN_BodyAccleration_Ydirection" "FreqDomain_MEAN_BodyAccleration_Zdirection" "FreqDomain_MEAN_BodyAcclerationFrequency_Xdirection" "FreqDomain_MEAN_BodyAcclerationFrequency_Ydirection" "FreqDomain_MEAN_BodyAcclerationFrequency_Zdirection" "FreqDomain_MEAN_BodyAcclerationJerk_Xdirection" "FreqDomain_MEAN_BodyAcclerationJerk_Ydirection" "FreqDomain_MEAN_BodyAcclerationJerk_Zdirection" "FreqDomain_MEAN_BodyAcclerationJerkFrequency_Xdirection" "FreqDomain_MEAN_BodyAcclerationJerkFrequency_Ydirection" "FreqDomain_MEAN_BodyAcclerationJerkFrequency_Zdirection" "FreqDomain_MEAN_BodyGyro_Xdirection" "FreqDomain_MEAN_BodyGyro_Ydirection" "FreqDomain_MEAN_BodyGyro_Zdirection" "FreqDomain_MEAN_BodyGyroFrequency_Xdirection" "FreqDomain_MEAN_BodyGyroFrequency_Ydirection" "FreqDomain_MEAN_BodyGyroFrequency_Zdirection" "FreqDomain_MEAN_BodyAccleration_Magnitude" "FreqDomain_MEAN_BodyAccleration_MagnitudeFrequency" "FreqDomain_MEAN_BodyAcclerationJerk_Magnitude" "FreqDomain_MEAN_BodyAcclerationJerk_MagnitudeFrequency" "FreqDomain_MEAN_BodyGyro_Magnitude" "FreqDomain_MEAN_BodyGyro_MagnitudeFrequency" "FreqDomain_MEAN_BodyGyroJerk_Magnitude" "FreqDomain_MEAN_BodyGyroJerk_MagnitudeFrequency" "TimeDomain_STD_BodyAccleration_Xdirection" "TimeDomain_STD_BodyAccleration_Ydirection" "TimeDomain_STD_BodyAccleration_Zdirection" "TimeDomain_STD_GravityAccleration_Xdirection" "TimeDomain_STD_GravityAccleration_Ydirection" "TimeDomain_STD_GravityAccleration_Zdirection" "TimeDomain_STD_BodyAcclerationJerk_Xdirection" "TimeDomain_STD_BodyAcclerationJerk_Ydirection" "TimeDomain_STD_BodyAcclerationJerk_Zdirection" "TimeDomain_STD_BodyGyro_Xdirection" "TimeDomain_STD_BodyGyro_Ydirection" "TimeDomain_STD_BodyGyro_Zdirection" "TimeDomain_STD_BodyGyroJerk_Xdirection" "TimeDomain_STD_BodyGyroJerk_Ydirection" "TimeDomain_STD_BodyGyroJerk_Zdirection" "TimeDomain_STD_BodyAccleration_Magnitude" "TimeDomain_STD_GravityAccleration_Magnitude" "TimeDomain_STD_BodyAcclerationJerk_Magnitude" "TimeDomain_STD_BodyGyro_Magnitude" "TimeDomain_STD_BodyGyroJerk_Magnitude" "FreqDomain_STD_BodyAccleration_Xdirection" "FreqDomain_STD_BodyAccleration_Ydirection" "FreqDomain_STD_BodyAccleration_Zdirection" "FreqDomain_STD_BodyAcclerationJerk_Xdirection" "FreqDomain_STD_BodyAcclerationJerk_Ydirection" "FreqDomain_STD_BodyAcclerationJerk_Zdirection" "FreqDomain_STD_BodyGyro_Xdirection" "FreqDomain_STD_BodyGyro_Ydirection" "FreqDomain_STD_BodyGyro_Zdirection" "FreqDomain_STD_BodyAccleration_Magnitude" "FreqDomain_STD_BodyAcclerationJerk_Magnitude" "FreqDomain_STD_BodyGyro_Magnitude" "FreqDomain_STD_BodyGyroJerk_Magnitude"
"21.WALKING_UPSTAIRS" 0.275881017446809 -0.0198596405321277 -0.114140701808511 0.529749192765957 0.146581804489362 0.133656365881702 0.0856320030787234 0.0316204145595745 0.0111907543547447 -0.0425411467680851 -0.0672876412531915 0.0967417097510638 -0.0973944918297872 -0.0417982870170213 -0.0614415617829787 -0.600407379710638 -0.600407379710638 -0.680977668744681 -0.648171074914894 -0.778357294468085 -0.678394964957447 -0.556247801574468 -0.712654467021277 -0.240100891659574 0.0663867657978723 0.0799839737914894 -0.700047665268085 -0.648508768191489 -0.785849345744681 -0.0101169024042553 -0.193961635153191 -0.120516434519362 -0.708620988957447 -0.742276050829787 -0.680922752446809 -0.0604297924531915 -0.0966982944893617 -0.0157290019829787 -0.648845105531915 0.123033474340426 -0.663102545595745 0.177487165929787 -0.73310443312766 0.028294833687234 -0.794716768297872 0.130590284395745 -0.666350068893617 -0.518743790957447 -0.671315083731915 -0.966390679148936 -0.956873993829787 -0.944790030638298 -0.682080860593617 -0.61866025006383 -0.796068508085106 -0.763069107021277 -0.73750940987234 -0.693470235595745 -0.742868248595745 -0.810704252 -0.762653292957447 -0.650829096680851 -0.650829096680851 -0.664540830097872 -0.704820287659574 -0.794923387170213 -0.662554941276596 -0.531047206957447 -0.676617705544043 -0.693232336704255 -0.612344146021277 -0.804688041702128 -0.781758035744681 -0.73809023612766 -0.727702195744681 -0.70693344012766 -0.668896638692766 -0.738861775106383 -0.810428541702128
"22.LAYING" 0.244668829222222 -0.0545447650833333 -0.102139892222222 0.410066254041667 0.196975811694444 0.293744454271667 0.0584876427777778 0.0217864850858333 -0.0194983833345833 0.0182637845486111 -0.106629218348611 0.101683661472222 -0.0964988853055556 -0.0488486906527778 -0.0833758423347222 -0.695166507729167 -0.695166507729167 -0.840033336166667 -0.739223773569444 -0.884047648791667 -0.813362089379306 -0.732118292888889 -0.769496465923611 -0.247565565494444 -0.0381053583083333 -0.0330420407295833 -0.855459146902778 -0.826147187402778 -0.864079379305556 0.00978051742152778 -0.238730448211111 -0.131535326751389 -0.817693422027778 -0.838121631861111 -0.803221132338889 -0.102381385555556 -0.2681285327625 -0.100078103652778 -0.761648398416667 -0.0364409741305556 -0.832055632397222 0.240147224166667 -0.824588862361111 -0.144617881129167 -0.888875860555556 0.119350281638889 -0.797690318583333 -0.688782799888889 -0.701186873041667 -0.928629997222222 -0.896212333944444 -0.889051271527778 -0.852406691180556 -0.816663499025 -0.875813970555556 -0.843928591388889 -0.815974866402778 -0.789578163972222 -0.86643143625 -0.893632368611111 -0.8900100475 -0.736250247625 -0.736250247625 -0.841608133611111 -0.791954777513889 -0.890716400833333 -0.792331697027778 -0.688397817333333 -0.691120526708333 -0.86289645125 -0.819018353972222 -0.886206988888889 -0.853399414861111 -0.806163691777778 -0.805148308726389 -0.766334725833333 -0.855473023888889 -0.808653785 -0.901580455277778
"22.SITTING" 0.277689482258065 -0.0215138237983871 -0.0990960670587097 0.597462593774194 0.00614256359677419 -0.000765487048387098 0.0866739361453226 -0.00779748769516129 0.00738917920016129 -0.0342392710951613 -0.057912076283871 0.102745143282258 -0.102753288145161 -0.0420137978358065 -0.0606080561353226 -0.502835306080645 -0.502835306080645 -0.653417464516129 -0.484491688806452 -0.753817999758065 -0.652072348774194 -0.500285911472742 -0.552408787669355 -0.303526308708065 -0.133591960475161 -0.164880452124194 -0.691559386370968 -0.628477318967742 -0.704579557387097 -0.0720978187580645 -0.232879917519516 -0.22191282198871 -0.7033468 -0.622762746870968 -0.552906006241936 -0.196240532458065 -0.289625643419355 -0.154190534180484 -0.550474818290323 -0.0979207361298387 -0.642474676129032 0.168969695003226 -0.626163060396774 -0.168685420106452 -0.776553407167097 0.0857650494177419 -0.633312143870968 -0.424395343580645 -0.413160296290323 -0.945064222258065 -0.943788533064516 -0.911464376774194 -0.670978397419355 -0.60901292993871 -0.734723873241935 -0.730152375645161 -0.521698147758065 -0.511512284567742 -0.779953994193548 -0.768564852225807 -0.715840050209677 -0.529563066204839 -0.529563066204839 -0.644150348064516 -0.54949643183871 -0.780567612806452 -0.627090815225806 -0.425529148548387 -0.392235346935484 -0.679320945967742 -0.614511463145161 -0.764243898693548 -0.740722837741935 -0.476042413903226 -0.545831429645161 -0.593198826274194 -0.648772307903226 -0.580735224532258 -0.802790286612903
"22.STANDING" 0.281235972857143 -0.0164928485949206 -0.10836701552381 0.521366957777778 0.172386729460317 0.116798951431429 0.0942698016349206 -0.0111372891301587 -0.0114675205203175 -0.0624484339952381 -0.0656700946063492 0.107717889587302 -0.0843237556396825 -0.0463382279968254 -0.0604197831761905 -0.379359455573016 -0.379359455573016 -0.448082425809524 -0.480164388238095 -0.497535408873016 -0.412753639206349 -0.280449971904762 -0.571996425333333 -0.247370163966667 0.167510791311111 0.290215103455556 -0.466556008720635 -0.411234414519048 -0.572396101492064 -0.0670241862777778 -0.218344113493651 0.0280542720790476 -0.435357676625397 -0.527056838746032 -0.401439489314286 0.11446755497619 0.141934200109524 0.229794129846032 -0.359953669301587 0.18524889212381 -0.386843827920635 0.0812252797412698 -0.462940200031746 0.266576552253968 -0.516552070968254 0.118940033006508 -0.421048604603175 -0.26937452984127 -0.596610777539365 -0.960816014603175 -0.94861561984127 -0.945508136666667 -0.452495618750794 -0.356326807834921 -0.602006522857143 -0.592130373444444 -0.544325150936508 -0.533488942726984 -0.417359303904762 -0.552642429904762 -0.371199219846032 -0.391263775873016 -0.391263775873016 -0.400541658063492 -0.496731705744444 -0.510344286698413 -0.425880794793651 -0.310609690142857 -0.647858865777778 -0.488107790885714 -0.339867041685714 -0.630040129666667 -0.645062716142857 -0.559373791920635 -0.630014439730159 -0.505997743746032 -0.422226257268254 -0.617273408926984 -0.536780473785714
"22.WALKING" 0.278984378043478 -0.0171006999195652 -0.107585320108696 0.836979726956522 -0.0108645716956522 0.14366509426587 0.077384880173913 0.0163909203717391 0.000261574852826087 -0.035542531 -0.0818461776956522 0.1077344915 -0.107436610578261 -0.0407561051478261 -0.0581062274782609 -0.832481789130435 -0.832481789130435 -0.874944658956522 -0.872341551304348 -0.929171535652174 -0.849478074130435 -0.845765186347826 -0.875866738478261 -0.0251836568282609 0.110592926673913 0.12037644561087 -0.869017175515217 -0.877151675869565 -0.901133184130435 0.160445046919565 -0.0498222649347826 -0.00200622464130435 -0.886938165652174 -0.924860356086956 -0.873353031891304 -0.0259105641065217 -0.0560391635326087 0.0401999265304348 -0.836222449782609 0.173248637758696 -0.860858018978261 0.276469687108696 -0.907277213913044 0.0113438381504348 -0.933577838478261 0.176108143432609 -0.840401755434783 -0.841453692869565 -0.866682266304348 -0.981876474565217 -0.972639159782609 -0.956498293695652 -0.865183872458696 -0.871288165347826 -0.90882366326087 -0.911188870869565 -0.925505856086957 -0.878703726086957 -0.91070456 -0.94251598 -0.904766062608696 -0.83113916826087 -0.83113916826087 -0.862952790204348 -0.895718833478261 -0.932704582391304 -0.837325381956522 -0.848789806086957 -0.872061647608696 -0.873732583217391 -0.874132250717391 -0.915069355217391 -0.919323503043478 -0.92668294673913 -0.891807913695652 -0.854392524413043 -0.865924989934783 -0.90610713173913 -0.936217961304348
"22.WALKING_DOWNSTAIRS" 0.284191708333333 -0.0248310702638889 -0.116054698583333 0.622731041666667 0.00994915245127778 0.232851460055556 0.0647688427777778 0.0511623358444444 0.0102332697908333 -0.0622365231463889 -0.0509573646111111 0.0662404549722222 -0.0718984575277778 -0.030229710475 -0.0505160112777778 -0.703683900222222 -0.703683900222222 -0.744682156208333 -0.77857111 -0.863480585277778 -0.72951362375 -0.661641892083333 -0.775424715444444 -0.0619139443388889 0.111851060686111 0.159887541272222 -0.726951392888889 -0.713935967555556 -0.833418590555556 0.11683429 -0.117470219466667 -0.0117673587638889 -0.802299236666667 -0.851434855 -0.779824779444444 -0.0132571679611111 -0.12012023425 0.00322413373638889 -0.714372355555556 0.215110699688889 -0.708807378191667 0.227396989461111 -0.842333504166667 0.010520485 -0.879730938055556 0.139069302850833 -0.746200114861111 -0.657250281722222 -0.758744792888889 -0.968713479444444 -0.962488743333333 -0.954563840555556 -0.719615056833333 -0.702358124222222 -0.849914706388889 -0.843326961111111 -0.843294339722222 -0.805729073055556 -0.8219706975 -0.896428019722222 -0.820812456666667 -0.73464085675 -0.73464085675 -0.710902358555556 -0.837204381111111 -0.878029742222222 -0.754103676305556 -0.677320430833333 -0.768789812736111 -0.737741479944444 -0.710239135472222 -0.865280166666667 -0.856616754722222 -0.840234399166667 -0.833527036666667 -0.790011232972222 -0.715329563430556 -0.862999640833333 -0.884104221944444
"22.WALKING_UPSTAIRS" 0.273323643809524 -0.0185735845214286 -0.107714536452381 0.611967658333333 0.122471733809524 -0.0678671056142857 0.0877156655714286 0.0208758188714286 0.0144778275533333 -0.100434877777619 -0.0286521112619048 0.107168831166667 -0.0700661702071429 -0.0771065804690476 -0.0530911266761905 -0.584355428119048 -0.584355428119048 -0.634597707952381 -0.630430743690476 -0.742363385952381 -0.614271902471429 -0.521250633990476 -0.725716404738095 -0.121257208357143 0.0590627933333333 0.0939722963095238 -0.625839956330952 -0.589024679595238 -0.764757826152381 -0.00403667914285714 -0.155578590666667 -0.0276506323142857 -0.673813071285714 -0.686737512428571 -0.6854692045 -0.0747295041666667 -0.0774194644761905 -0.0293741388904762 -0.585398678619048 0.150325679714286 -0.572993044285714 0.210149736952381 -0.696410454761905 0.0464378617335714 -0.726078519595238 0.121930273388095 -0.620603653288095 -0.528543290864286 -0.704313667761905 -0.97455663047619 -0.96415050952381 -0.95411332952381 -0.606868008642857 -0.567746503309524 -0.782628095571429 -0.734676550540476 -0.686378269785714 -0.721982576666667 -0.705594061428571 -0.746664078833333 -0.7544394345 -0.611057186666667 -0.611057186666667 -0.578864716595238 -0.685732235761905 -0.723185841428571 -0.623846796095238 -0.563425702904762 -0.717483240642857 -0.622695727190476 -0.573732192738095 -0.799185976666667 -0.755278446761905 -0.691762480566667 -0.762647176904762 -0.687771836404762 -0.588392114761905 -0.734522326190476 -0.740403563071429
"23.LAYING" 0.279163092916667 -0.0187287835002778 -0.113513030027778 0.267493113888889 0.148917273763889 0.408445943077778 0.0402010607916667 0.0200685782151389 -0.0102337106559722 -0.0600993062441667 -0.0702212901944444 0.0937654197777778 -0.0876631101652778 -0.0293754149094444 -0.0641776145822222 -0.556732067333333 -0.556732067333333 -0.654929143555556 -0.607164360672639 -0.761158869611111 -0.626008420722222 -0.554634422626389 -0.638330786222222 -0.346930385715278 -0.0059234514875 0.150019939097222 -0.655189477472222 -0.651564692904167 -0.716231331180556 -0.0418395834152778 -0.118395027419444 -0.0584473870277778 -0.655927478694444 -0.710649494611111 -0.67474462175 0.00236480125277778 -0.171908099184722 0.0327097503333333 -0.611378157916667 0.0910336491611111 -0.627141544958333 0.213705057944444 -0.692135179165278 0.0888586822236111 -0.783935470347222 0.190489417736111 -0.628471901166667 -0.515926414124583 -0.601011750722222 -0.962512144722222 -0.971208700277778 -0.948041924444444 -0.650879107070833 -0.639602851583333 -0.743773556331944 -0.694492692361111 -0.698106473833333 -0.667053660611111 -0.727686775194444 -0.788948278986111 -0.773720892180556 -0.633079613430556 -0.633079613430556 -0.640698047972222 -0.668690912138889 -0.788772141736111 -0.631324100083333 -0.527268776858333 -0.613785695940278 -0.6788011313125 -0.652657280858056 -0.770387505138889 -0.709365604180555 -0.695870878944444 -0.696785125595833 -0.703994287226389 -0.662398569944444 -0.713080845277778 -0.81111686325
"23.SITTING" 0.273015020308824 -0.0140799511941176 -0.107273240911765 0.799957834117647 -0.0897846329558823 0.0952902543970588 0.104038660720588 -0.00135915090077941 -0.00814471025970588 -0.0125688849239706 -0.0837887910602941 0.0719769835 -0.112845615160294 -0.0466422164267647 -0.0479031714698529 -0.648521145558824 -0.648521145558824 -0.752122253676471 -0.712563178382353 -0.851113159558823 -0.722960964529853 -0.623126752029412 -0.795084939279412 -0.226963396236765 -0.0292736981660294 0.000310580476029412 -0.766998285735294 -0.715809752479412 -0.860923317647059 -0.0315701090264706 -0.210946430998529 -0.0749444684647059 -0.754199574235294 -0.826892988235294 -0.795602346470588 -0.0983140174464706 -0.230824669970588 -0.103425670711765 -0.691002402299265 0.00452797459523529 -0.74539929975 0.201829091784412 -0.812163460588235 -0.103688887129412 -0.874478833382353 0.138418708660294 -0.698220222373971 -0.583034760161765 -0.747023056867647 -0.973772246617647 -0.953615384117647 -0.942226659705882 -0.744622805382353 -0.700953811426471 -0.872577308088235 -0.780207840294118 -0.791013966176471 -0.788648794058823 -0.800786858235294 -0.879689291764706 -0.861624396029412 -0.678986581867647 -0.678986581867647 -0.748272011088235 -0.78227095 -0.874096711323529 -0.689655681132353 -0.590377089138235 -0.742039532794118 -0.744766467588235 -0.705726166646471 -0.882984345882353 -0.790122060882353 -0.774268062441177 -0.806632844573529 -0.723185373073529 -0.75438928825 -0.800677388088235 -0.882728387647059
"23.STANDING" 0.282993552176471 -0.0122645433839706 -0.107066974747059 0.865480946176471 -0.174566567823529 -0.109529206995588 0.0811694170063235 -0.0195328017838235 0.0100345702073529 -0.0386544506498529 -0.0824300459691177 0.0728716848867647 -0.0994398017044118 -0.0139105849558824 -0.00402995055117647 -0.267508383622059 -0.267508383622059 -0.428107096173529 -0.344278172667647 -0.565720206647059 -0.386700429676471 -0.256746371985294 -0.44797209175 -0.310239458477941 -0.0638679044823529 -0.0223598180308824 -0.446182167394118 -0.423039096947059 -0.584775777058824 -0.207985993016176 -0.386594146588235 -0.294218287663235 -0.435192387338235 -0.488713645088235 -0.376608638180882 -0.132507729147059 -0.0990619209457353 -0.0851727249514706 -0.328684563588235 0.0537928565220588 -0.396892363392647 0.0754937605844118 -0.467845742661765 -0.00843224982088235 -0.595945711455882 0.120844082292647 -0.365818374427941 -0.195846462 -0.344635104233088 -0.966304473676471 -0.941669061470588 -0.924176883235294 -0.41858285875 -0.379850946133824 -0.611655775147059 -0.521785411813235 -0.475334501544118 -0.410278174602941 -0.526966142720588 -0.596165920264706 -0.546628096636765 -0.338293510494559 -0.338293510494559 -0.416325305338235 -0.415533080727941 -0.598681124823529 -0.359433900273529 -0.217046069205882 -0.345544999547059 -0.442391151711765 -0.375535165261765 -0.637368007941176 -0.553226753401471 -0.476880345058824 -0.479654022823529 -0.449078884220588 -0.448807320147059 -0.485826013352941 -0.632164835485294
"23.WALKING" 0.283541138644068 -0.0191175170184746 -0.109493983271186 0.596406272542373 0.0881851895762712 0.197294602306271 0.106448909267797 0.00338461685423729 -0.0042976935379661 -0.0452710339355932 -0.0618157538644068 0.0955839299491525 -0.103572129564407 -0.0242037441838983 -0.0554182445084746 -0.70470073940678 -0.70470073940678 -0.780607751988136 -0.738366649217119 -0.854795748474576 -0.741974764288136 -0.714294928084746 -0.788336509966102 -0.208465086555932 0.0241985821389831 0.0899203916474576 -0.777450732223729 -0.768338206966102 -0.833906921186441 0.00917163967118644 -0.15081401339322 -0.0339661912542373 -0.768740609 -0.827277184745763 -0.759820070881356 -0.155261864441186 -0.195415784172881 -0.00880317119322034 -0.742269013474576 0.0804826182459322 -0.765908091677966 0.259098975511864 -0.805734590338983 -0.119669161750847 -0.870170019830508 0.135007149817797 -0.727120962881356 -0.703487094813559 -0.75804826420339 -0.972325533728814 -0.97381475220339 -0.960200928644068 -0.77191284520339 -0.760082520723729 -0.843517298135593 -0.795731178389831 -0.806228748932203 -0.763651235423729 -0.813948919355932 -0.878798871694915 -0.83295902559322 -0.727438498355932 -0.727438498355932 -0.765868098491525 -0.766655251683051 -0.867590139830508 -0.722105928305085 -0.717522560198305 -0.761391057152542 -0.786937600332203 -0.767808434054237 -0.85174880220339 -0.806010879152542 -0.796693720186441 -0.788022923559322 -0.761630953728814 -0.766991968627119 -0.782528739329322 -0.873461739661017
"23.WALKING_DOWNSTAIRS" 0.268067707592593 -0.0194380016537037 -0.112030330166667 0.802740041851852 -0.0581966310925926 0.0491725718333333 0.0659195849814815 0.00886250334259259 0.0225786007648148 -0.0668335704185185 -0.0410417520151852 0.0948361662592593 -0.0841743216174074 -0.0549972413351852 -0.0318012026222222 -0.633190254388889 -0.633190254388889 -0.695942198333333 -0.631948388759259 -0.822043062222222 -0.670426221851852 -0.597713500962963 -0.71766234487037 -0.113673853603704 0.038389327585 0.0201515103296296 -0.686288318148148 -0.678302007962963 -0.794260792759259 -0.0200612535981482 -0.19038307965 -0.135883210833333 -0.699649440814815 -0.77642075962963 -0.674897310024074 -0.0980425685925926 -0.224263460785185 -0.102598526688889 -0.6577666295 0.0835262657722222 -0.659033111740741 0.143712234814074 -0.759964278833333 -0.106392314166667 -0.838313787814815 0.114777663261111 -0.690374611944444 -0.583412401574074 -0.673695144907407 -0.969152806481481 -0.94905132962963 -0.934943942037037 -0.668235436925926 -0.666039401314815 -0.811577802037037 -0.743515993277778 -0.754837917666667 -0.656835117842593 -0.773529847222222 -0.852853480555556 -0.785157616851852 -0.676805318425926 -0.676805318425926 -0.666280018907407 -0.726860547907407 -0.836689612592593 -0.699709921625 -0.603668049562963 -0.677116208314815 -0.679657262777778 -0.675889091481481 -0.827519685 -0.758976719666667 -0.745616056611111 -0.685588736801852 -0.739395603203704 -0.677772203814815 -0.753088187962963 -0.846672952481481
"23.WALKING_UPSTAIRS" 0.271097290784314 -0.0207845025941176 -0.117156725647059 0.799671576470588 -0.0601581516470588 0.0237681844882353 0.0283212580196078 0.0241339919607843 0.0178641535552 -0.0902624714568627 -0.027894234 0.0973139743215686 -0.0905364846078431 -0.0493365387843137 -0.0738235759823529 -0.704289638529412 -0.704289638529412 -0.748066825196078 -0.725235285501961 -0.82929769372549 -0.731634616078431 -0.651348695081176 -0.797040950901961 -0.165711422092157 0.0162606576529412 0.00809720909019608 -0.744137734862745 -0.711773536082353 -0.834665759980392 0.0315638651764706 -0.177373098313725 -0.0465104216521569 -0.764488758801961 -0.792450224705882 -0.774898121627451 -0.127169024003922 -0.243953982509804 -0.103055473389 -0.701287155882353 0.0762027726215686 -0.704094568117647 0.255950054058824 -0.779167471176471 -0.077610274954902 -0.818414908431373 0.0888743837392157 -0.74069604054902 -0.647864497933333 -0.769235305647059 -0.983376150784314 -0.969685307843137 -0.957631674509804 -0.729662612470588 -0.698271700127647 -0.846228392352941 -0.798675733529412 -0.78283611727451 -0.794631376666667 -0.807914971647059 -0.833554843372549 -0.831175735568627 -0.714555211529412 -0.714555211529412 -0.707945245960784 -0.758798242843137 -0.817967705490196 -0.745112141431372 -0.668593650431373 -0.773703667843137 -0.73888211 -0.704287952588235 -0.856296887843137 -0.810687764901961 -0.780570415176471 -0.82103935627451 -0.768158613329412 -0.714970542156863 -0.788222099411765 -0.830357801588235
"24.LAYING" 0.271055159444444 -0.00990741873583333 -0.113708077345833 0.676973790416667 -0.012940235375 0.1402471436 0.088052890725 -0.00659019504027778 -0.00834597803861111 -0.00767762290277778 -0.0808464107041667 0.0901764930416667 -0.091233649875 -0.0522510774458333 -0.0502133382916667 -0.620232665027778 -0.620232665027778 -0.729648175833333 -0.661753402833333 -0.802820599222222 -0.710062029459722 -0.641853715041667 -0.730483981611111 -0.192974724313889 -0.0677803117236111 0.0412549220277778 -0.740212089444444 -0.722195996555556 -0.784429366416667 0.0277380375944444 -0.225663424503333 -0.0902063328194444 -0.688070871 -0.764540424983333 -0.697415297944444 -0.148924094536111 -0.231476694130556 -0.0667448838902778 -0.669630130722222 -0.00639568583472222 -0.720682630819445 0.243881371135833 -0.748233155319444 -0.111785655788611 -0.820982402638889 0.108233689272222 -0.672489752847222 -0.614639684669444 -0.702155065305556 -0.963622622638889 -0.944363423194444 -0.936830687083333 -0.728034563563889 -0.713448852904167 -0.803358842277778 -0.735322966416667 -0.750088004194444 -0.709237991027778 -0.753998147638889 -0.836079458333333 -0.790366914943056 -0.66124954215375 -0.66124954215375 -0.7326961815 -0.717879561565278 -0.821735982083333 -0.659700136236111 -0.625688836444444 -0.711819827152778 -0.739884489 -0.723965114180556 -0.821127393208333 -0.752036871775 -0.745252408347222 -0.742135324694444 -0.711468670305556 -0.749989811041667 -0.749055295944444 -0.835939309722222
"24.SITTING" 0.278314185147059 -0.0138571166038235 -0.113373996058824 0.754698362647059 -0.0344711478088235 0.0504692943970588 0.0970721196029412 -0.00603866289544118 -0.0400775837208824 -0.0669519413529412 -0.0492075765676471 0.0882730529925662 -0.0810122499117647 -0.0319096498402941 -0.0250079852205882 -0.516342510475 -0.516342510475 -0.640130726014706 -0.579323631867647 -0.769943448339706 -0.601405186313235 -0.503283460588235 -0.645776536235294 -0.232489464767647 0.00247267832794118 0.0626926488441176 -0.650384617338235 -0.610978245970588 -0.741238220882353 -0.0625624183279412 -0.197822065275 -0.0978146579102941 -0.684148465102941 -0.689586114676471 -0.592080827544118 -0.143780106447941 -0.150979647095588 -0.102419411232353 -0.563988361970588 0.0991635210544118 -0.617256313235294 0.193201703813235 -0.678750973125 -0.0638979879264706 -0.789215062705882 0.116583088025 -0.587366303652941 -0.463704862486765 -0.574281787122059 -0.972014471176471 -0.961122214558824 -0.949316631029412 -0.631608810491176 -0.588743239308824 -0.767450158955882 -0.720981992176471 -0.642327286705882 -0.598675178970588 -0.760729930441176 -0.794286023647059 -0.723536401941177 -0.563695890444118 -0.563695890444118 -0.620403846838235 -0.630731791367647 -0.792993181176471 -0.583491878261765 -0.478475642397059 -0.571136452544118 -0.645384880294118 -0.592626316359853 -0.792754186266176 -0.734600271735294 -0.620275291960294 -0.639085293529412 -0.632173260951471 -0.627229665705882 -0.665441605170588 -0.813597413102941
"24.STANDING" 0.265241257101449 -0.0147310373953623 -0.121005713507246 0.793927199130435 -0.102914034762319 -0.0751299367217391 0.0724101780333333 0.0346458406144928 0.0214797864521739 -0.029589146326087 -0.0696164188333333 0.113432946017391 -0.0865341294873913 -0.0409095724863768 -0.0463870060115942 -0.299073635152174 -0.299073635152174 -0.325398378492754 -0.361057892811594 -0.442517521115942 -0.363693068594203 -0.161397400671014 -0.418902926086957 -0.19871675096087 0.135021898281159 0.112561430101449 -0.35601692866971 -0.25165647124987 -0.512921103434783 -0.117815120476812 -0.264998360081159 -0.0901268371811594 -0.489947664043478 -0.298786025197101 -0.418079522081159 0.0384293986666667 0.0176393623768116 -0.00482124693753623 -0.277579422852174 0.18446180473913 -0.230708435992174 0.145523601315942 -0.366522191942029 0.242412280882609 -0.431317987072464 0.178342408504348 -0.411857616594203 -0.155415730689855 -0.363226940144928 -0.954789892463768 -0.959961215507246 -0.940981391884058 -0.320429685162319 -0.188705344221594 -0.544406908118841 -0.601877991014493 -0.295413941653623 -0.470829369275362 -0.404682399855072 -0.419462655173913 -0.537828162188406 -0.339583137144928 -0.339583137144928 -0.245368051841159 -0.368799949014493 -0.431696353072464 -0.433591393468116 -0.206535013017391 -0.383844034782609 -0.344392461275362 -0.174839561327536 -0.574294983808696 -0.638200585652174 -0.300985068775362 -0.539085544057971 -0.481744481014493 -0.269151738149275 -0.483192663913043 -0.472529758289855
